x (posição axial),y (raio)
-212.41569237359167,288.2528959857492
-210.72386507847057,286.57443752962956
-209.01877542314205,284.9094535499086
-207.30053072109501,283.2580488359383
-205.5692391137599,281.6203273224304
-203.82500956370185,279.9963920829148
-202.0679518477637,278.38634532325284
-200.2981765501562,276.79028837520417
-198.5157950554987,275.2083216900497
-196.72091954180866,273.64054483226937
-194.91366297344138,272.0870564732754
-193.0941390939808,270.5479543852032
-191.2624624190801,269.0233354347566
-189.41874822925521,267.51329557711244
-187.56311256262862,266.0179298498806
-185.69567220762704,264.5373323671233
-183.8165446956302,263.07159631343126
-181.92584829357455,261.6208139380592
-180.02370199650957,260.18507654912014
-178.1102255201082,258.76447450783803
-176.1855392931331,257.3590972228616
-174.24976444985617,255.96903314463623
-172.3030228224358,254.59436975983823
-170.34543693324807,253.23519358586762
-168.37712998717635,251.89159016540378
-166.39822586385685,250.56364406102128
-164.40884910988154,249.25143884986758
-162.4091249309605,247.95505711840335
-160.39917918404078,246.67458045720426
-158.37913836938623,245.4100894558265
-156.34912962261512,244.16166369773384
-154.30928070669938,242.92938175528985
-152.25972000392306,241.71332118481206
-150.20057650780223,240.51355852169098
-148.13197981496697,239.33016927557344
-146.05406011700435,238.16322792560965
-143.96694819226525,237.0128079157666
-141.87077539763266,235.87898165020448
-139.76567366025526,234.76182048872107
-137.65177546924406,233.6613947422597
-135.5292138673333,232.57777366848416
-133.39812244250834,231.51102546742027
-131.25863531959664,230.46121727716297
-129.11088715182757,229.4284151696515
-126.95501311235664,228.41268414651023
-124.79114888575901,227.4140881349585
-122.61943065948927,226.43268998378653
-120.43999511531041,225.46855145940032
-118.25297942069146,224.52173324193387
-116.05852122017446,223.5922949214306
-113.85675862671181,222.6802949940926
-111.64783021297336,221.7857908585991
-109.4318750026254,220.90883881249414
-107.20903246158083,220.049494048643
-104.97944248922144,219.20781065175885
-102.74324540959321,218.38384159499873
-100.50058196257456,217.57763873662958
-98.25159329501892,216.7892528167642
-95.99642095187068,216.0187334541681
-93.73520686725753,215.2661291431367
-91.468093355557,214.5314872504428
-89.19522310243983,213.8148540123559
-86.91673915588959,213.11627453173196
-84.63278491719983,212.43579277517483
-82.34350413194868,211.77345157026923
-80.04904088095185,211.12929260288513
-77.74953957119496,210.50335641455422
-75.44514492674443,209.89568239991831
-73.13600197963936,209.30630880425014
-70.82225606076348,208.73527272104604
-68.5040527906984,208.18261008969142
-66.18153807055896,207.64835569319916
-63.85485807280998,207.13254315602018
-61.5241592320675,206.6352049419271
-59.18958823588156,206.1563723519714
-56.85129201550512,205.6960755225133
-54.50941773664589,205.25434342332483
-52.16411279020442,204.8312038557669
-49.815524782997755,204.4266834510393
-47.46380152846935,204.04080766850484
-45.10909103738647,203.67360079408678
-42.751541508524106,203.32508593874047
-40.391301319338616,202.99528503699884
-38.02851901662864,202.68421884559177
-35.66334330718626,202.39190694213988
-33.29592304843777,202.11836772392223
-30.92640723907491,201.86361840671856
-28.55494500967772,201.62767502372566
-26.181685613327883,201.41055242454848
-23.806778416216126,201.21226427426524
-21.43037288824081,201.03282305256778
-19.052618593601025,200.8722400529757
-16.6736651813834,200.7305253821259
-14.293662376143555,200.60768795913634
-11.912759968483174,200.50373551504475
-9.531107805621893,200.41867459232202
-7.148855781967277,200.35251054446047
-4.766153829680148,200.30524753563702
-2.38315190923863,200.27688854045084
4.684406287042685e-15,200.26743534373634
0.4302335419213571,200.26864512894662
0.8604534766406492,200.272274446315
1.290646197386233,200.27832318105536
1.7207980982471196,200.28679114186144
2.150895574603349,200.29767806091297
2.5809250235563233,200.3109835938842
3.010872844358927,200.3267073199547
3.4407254388457567,200.34484874182257
3.8704692118631576,200.36540728572044
4.300090571699277,200.3883823014334
4.729575930513829,200.41377306231965
5.158911704767901,200.44157876533342
5.588084315653607,200.47179853105047
6.017080189523463,200.50443140369578
6.445885758319727,200.5394763511739
6.8744874600035795,200.5769322651015
7.302871738983953,200.61679796084252
7.731025046546309,200.65907217754545
8.158933841281206,200.70375357818347
8.586584589512476,200.75084074959653
9.01396376572531,200.8003322025361
9.441057852994087,200.8522263717124
9.86785334340978,200.90652161584367
10.294336738507234,200.96321621770824
10.720494549692122,201.02230838419882
11.14631329866747,201.08379624637925
11.571779517859989,201.14767785954342
11.996879750846063,201.21395120327702
12.42160055277725,201.2826141815213
12.845928490805571,201.35366462263943
13.269850144508329,201.4271002794851
13.693352106312616,201.50291882947363
14.116420981919283,201.58111787465552
14.539043390726594,201.66169494179212
14.961205966253491,201.744647482434
15.382895356562226,201.8299728730015
15.804098224680727,201.91766841486765
16.224801249024377,202.00773133444358
16.6449911238174,202.10015878326624
17.064654559513606,202.19494783808855
17.483778283216736,202.2920955009717
17.90234903910032,202.39159869938004
18.320353588826805,202.4934542862784
18.737778711966325,202.5976590402313
19.154611206414856,202.70420966550523
19.57083788881167,202.81310279217254
19.986445594956365,202.92433497621826
20.401421180225228,203.03790269964887
20.815751519986897,203.15380237060367
21.22942351001749,203.2720303234683
21.642424066915126,203.39258281899072
22.054740128513604,203.51545604439957
22.466358654295586,203.64064611352447
22.87726662580508,203.7681490669193
23.287451047059086,203.8979608719871
23.696898944958683,204.0300774231078
24.10559736969936,204.1644945417681
24.513533395180513,204.30120797669346
24.920694119414296,204.44021340398265
25.32706666493375,204.58150642724456
25.732638179199952,204.7250825777371
26.137395835008604,204.87093731450875
26.541326830895713,205.01906602454193
26.944418391542442,205.16946402289906
27.346657768179167,205.3221265528707
27.7480322389887,205.47704878612603
28.148529109508633,205.6342258228654
28.548135713032877,205.79365269197555
28.94683941101222,205.95532435118656
29.344627593454053,206.1192356872316
29.741487679321263,206.28538151600833
30.13740711693006,206.4537565827432
30.53237338434698,206.6243555621575
30.926373989784956,206.79717305863556
31.31939647199836,206.97220360639585
31.71142840067711,207.14944166966342
32.1024573768399,207.32888164284537
32.492471033226224,207.51051785070774
32.88145703468757,207.6943445485553
33.26940307857764,207.88035592241317
33.65629689514129,208.06854608921066
34.042126247902694,208.25890909696727
34.42687893405237,208.45143892498115
34.810542784833046,208.6461294840193
35.193105665924556,208.8429746165103
35.57455547782768,209.04196809673897
35.954880156246745,209.2431036310433
36.334067672471164,209.44637485801354
36.71210603375602,209.65177534869332
37.0889832837012,209.85929860678314
37.4646875026296,210.06893806884557
37.83920680796421,210.2806871045131
38.212529354603774,210.49453901669767
38.58464333529751,210.71048704180254
38.955536981018575,210.92852434993625
39.32519856133617,211.14864404512852
39.69361638478667,211.37083916554846
40.06077879924337,211.5951026837247
40.426674192284885,211.8214275067677
74.15896763128674,232.70099558538686
108.0260104353718,253.4305670069163
142.0278026045401,274.01014177135613
176.16434413879168,294.4397198787061
210.4356350381265,314.7193013289665
244.84167530254456,334.8488861221371
279.3824649320458,354.8284742582181
314.05800392663036,374.6580657372093
348.8682922862981,394.3376605591108
383.8133300110492,413.8672587239227
418.89311710088333,433.24686023164486
454.1076535558008,452.47646508227723
489.45693937580165,471.5560732758201
524.9409745608857,490.4856848122731
560.5597591110528,509.26529969163647
596.3132930263033,527.89491791391
632.201576306637,546.374539479094
668.2246089520538,564.7041643871881
704.3823909625542,582.8837926381927
740.6749223381375,600.9134242321077
777.1022030788041,618.7930591689326
813.6642331845541,636.5226974486682
850.3610126553873,654.1023390713138
887.1925414913036,671.5319840368699
924.1588196923033,688.8116323453362
961.2598472583862,705.9412839967129
998.4956241895525,722.9209389909998
1035.8661504858017,739.750597328197
1073.3714261471341,756.4302590083043
1111.01145117355,772.9599240313224
1148.7862255650493,789.3395923972504
1186.6957493216314,805.5692641060889
1224.7400224432972,821.6489391578376
1262.9190449300459,837.5786175524967
1301.232816781878,853.3582992900658
1339.681337998793,868.9879843705454
1378.264608580792,884.4676727939354
1416.9826285278734,899.7973645602357
1455.8353978400385,914.9770596694461
1494.8229165172868,930.006758121567
1533.9451845596184,944.8864599165981
1573.202201967033,959.6161650545395
1612.593968739531,974.195873535391
1652.1204848771122,988.6255853591533
1691.7817503797764,1002.9053005258256
1731.5777652475244,1017.035019035408
1771.5085294803553,1031.014740887901
1811.5740430782694,1044.844466083304
1851.7743060412668,1058.5241946216174
1892.1093183693474,1072.0539265028415
1932.5790800625118,1085.4336617269755
1973.1835911207586,1098.66340029402
2013.9228515440886,1111.7431422039745
2054.796861332503,1124.6728874568398
2095.8056204859995,1137.452636052615
2136.94912900458,1150.0823879913005
2178.227386888243,1162.5621432728963
2219.640394136989,1174.8919018974025
2261.1881507508197,1187.0716638648191
2302.870656729732,1199.1014291751458
2344.687912073729,1210.9811978283828
2386.6399167828085,1222.7109698245304
2428.7266708569714,1234.290745163588
2470.948174296217,1245.7205238455558
2513.3044271005465,1257.0003058704342
2555.795429269959,1268.1300912382228
2598.4211808044547,1279.1098799489218
2641.181681704034,1289.9396720025306
2684.076931968696,1300.6194673990503
2727.106931598442,1311.1492661384802
2770.2716805932705,1321.5290682208201
2813.571178953182,1331.7588736460705
2857.0054266781776,1341.8386824142312
2900.5744237682557,1351.768494525302
2944.278170223418,1361.5483099792834
2988.116666043663,1371.178128776175
3032.089911228991,1380.6579509159767
3076.1979057794024,1389.9877763986888
3120.440649694897,1399.1676052243113
3164.818142975475,1408.1974373928442
3209.330385621136,1417.0772729042874
3253.9773776318802,1425.8071117586408
3298.759119007708,1434.3869539559041
3343.675609748619,1442.8167994960781
3388.7268498546127,1451.0966483791626
3433.9128393256906,1459.226500605157
3479.2335781618513,1467.2063561740617
3524.6890663630948,1475.0362150858768
3570.2793039294224,1482.7160773406024
3616.004290860832,1490.2459429382382
3661.864027157326,1497.6258118787841
3707.858512818903,1504.8556841622408
3753.987747845563,1511.9355597886072
3800.251732237306,1518.865438757884
3846.6504659941324,1525.6453210700713
3893.183949116042,1532.275206725169
3939.852181603035,1538.7550957231767
3986.6551634551115,1545.084988064095
4033.5928946722706,1551.2648837479232
