x (posição axial),y (raio)
-0.21241569237359165,0.2882528959857492
-0.21072386507847057,0.2865744375296296
-0.20901877542314204,0.28490945354990865
-0.207300530721095,0.2832580488359383
-0.20556923911375988,0.2816203273224305
-0.20382500956370184,0.2799963920829148
-0.2020679518477637,0.2783863453232529
-0.2002981765501562,0.2767902883752042
-0.19851579505549868,0.2752083216900497
-0.19672091954180865,0.2736405448322694
-0.19491366297344137,0.27208705647327547
-0.1930941390939808,0.27054795438520324
-0.1912624624190801,0.2690233354347566
-0.1894187482292552,0.26751329557711245
-0.18756311256262861,0.2660179298498806
-0.18569567220762703,0.26453733236712335
-0.1838165446956302,0.26307159631343124
-0.18192584829357455,0.26162081393805925
-0.18002370199650958,0.26018507654912015
-0.17811022552010822,0.258764474507838
-0.17618553929313308,0.2573590972228616
-0.17424976444985615,0.25596903314463626
-0.1723030228224358,0.2545943697598383
-0.17034543693324805,0.25323519358586766
-0.16837712998717635,0.25189159016540386
-0.16639822586385683,0.25056364406102133
-0.16440884910988154,0.2492514388498676
-0.1624091249309605,0.24795505711840338
-0.16039917918404079,0.2466745804572043
-0.15837913836938622,0.24541008945582649
-0.15634912962261513,0.2441616636977339
-0.1543092807066994,0.24292938175528989
-0.15225972000392307,0.2417133211848121
-0.15020057650780222,0.24051355852169104
-0.14813197981496698,0.23933016927557343
-0.14605406011700436,0.23816322792560968
-0.14396694819226524,0.23701280791576662
-0.14187077539763265,0.23587898165020454
-0.13976567366025525,0.23476182048872113
-0.13765177546924404,0.23366139474225972
-0.1355292138673333,0.23257777366848414
-0.13339812244250834,0.2315110254674203
-0.13125863531959664,0.230461217277163
-0.12911088715182756,0.2294284151696515
-0.12695501311235663,0.22841268414651028
-0.12479114888575901,0.22741408813495856
-0.12261943065948926,0.22643268998378657
-0.12043999511531041,0.2254685514594003
-0.11825297942069146,0.22452173324193392
-0.11605852122017446,0.22359229492143062
-0.1138567586267118,0.22268029499409264
-0.11164783021297335,0.22178579085859917
-0.1094318750026254,0.22090883881249418
-0.10720903246158082,0.220049494048643
-0.10497944248922145,0.21920781065175887
-0.1027432454095932,0.2183838415949988
-0.10050058196257455,0.2175776387366296
-0.09825159329501892,0.2167892528167642
-0.09599642095187066,0.21601873345416817
-0.09373520686725753,0.2152661291431367
-0.091468093355557,0.21453148725044285
-0.08919522310243981,0.2138148540123559
-0.08691673915588959,0.213116274531732
-0.08463278491719982,0.21243579277517488
-0.08234350413194867,0.21177345157026928
-0.08004904088095184,0.21112929260288515
-0.07774953957119496,0.21050335641455425
-0.07544514492674444,0.20989568239991835
-0.07313600197963936,0.20930630880425016
-0.07082225606076348,0.20873527272104603
-0.06850405279069839,0.20818261008969147
-0.06618153807055896,0.20764835569319923
-0.06385485807280998,0.2071325431560202
-0.06152415923206749,0.2066352049419271
-0.05918958823588156,0.20615637235197143
-0.05685129201550512,0.20569607552251334
-0.05450941773664588,0.20525434342332483
-0.052164112790204414,0.20483120385576692
-0.04981552478299775,0.20442668345103931
-0.047463801528469345,0.20404080766850485
-0.04510909103738647,0.2036736007940868
-0.0427515415085241,0.2033250859387405
-0.040391301319338616,0.20299528503699887
-0.03802851901662864,0.2026842188455918
-0.03566334330718626,0.20239190694213988
-0.033295923048437766,0.20211836772392228
-0.03092640723907491,0.20186361840671857
-0.02855494500967772,0.2016276750237257
-0.02618168561332788,0.20141055242454847
-0.023806778416216125,0.2012122642742653
-0.02143037288824081,0.2010328230525678
-0.019052618593601023,0.20087224005297571
-0.0166736651813834,0.20073052538212593
-0.014293662376143554,0.20060768795913636
-0.011912759968483172,0.20050373551504475
-0.009531107805621893,0.20041867459232204
-0.0071488557819672765,0.20035251054446052
-0.004766153829680148,0.20030524753563705
-0.0023831519092386297,0.2002768885404509
1.8394265525036718e-17,0.20026743534373637
4.684406287042685e-18,0.20026743534373637
0.0004248388197756297,0.20026861497979906
0.0008496645378246978,0.20027215385160796
0.0012744640528247174,0.20027805185002684
0.0016992242642612286,0.2002863087931656
0.002123932072831917,0.20029692442638597
0.002548574380850518,0.20030989842230945
0.0029731380926507575,0.20032523038082717
0.0033976101149902293,0.2003429198291125
0.0038219773574541148,0.20036296622163546
0.004246226732858982,0.20038536894017955
0.00467034515765632,0.20041012729386096
